book,chart,first_week,last_week,weekly_charts,rows,first_page,last_page
2022_us_singles,Holiday Digital Song Sales,2022-01-01,2022-12-31,8,400,2514,2521
2022_us_singles,Songs Of Summer,2022-06-11,2022-09-10,14,280,2593,2598
2022_us_singles,Streaming Songs,2022-01-01,2022-12-31,53,2650,2719,2772
2022_us_singles,Country Digital Sales,2022-01-01,2022-12-31,53,1325,2946,2974
2022_us_singles,Country Streaming Songs,2022-01-01,2022-12-31,53,1325,3068,3096
2022_us_singles,R&B Digital Song Sales,2022-01-01,2022-12-31,53,795,3185,3202
2022_us_singles,R&B Streaming Songs,2022-01-01,2022-12-31,53,795,3283,3300
2022_us_singles,R&B Hip-Hop Digital Sales,2022-01-01,2022-12-31,53,1325,3426,3454
2022_us_singles,R&B Hip-Hop Streaming Songs,2022-01-01,2022-12-31,53,1325,3609,3637
2022_us_singles,Hot R&B Songs,2022-01-01,2022-12-31,53,1325,3762,3790
2022_us_singles,Rap Digital Sales,2022-01-01,2022-12-31,53,795,3911,3928
2022_us_singles,Rap Streaming Songs,2022-01-01,2022-12-31,53,795,4034,4051
2022_us_singles,Rock Digital Sales,2022-01-01,2022-12-31,53,1325,4173,4201
2022_us_singles,Rock Streaming Songs,2022-01-01,2022-12-31,53,1325,4325,4353
2022_us_singles,Hard Rock Digital Song Sales,2022-01-01,2022-12-31,53,1325,4448,4476
2022_us_singles,Hard Rock Streaming Songs,2022-01-01,2022-12-31,53,1325,4566,4594
2022_us_singles,Hot Alternative Songs,2022-01-01,2022-12-31,53,1325,4658,4686
2022_us_singles,Alternative Digital Song Sales,2022-01-01,2022-12-31,53,1325,4800,4828
2022_us_singles,Alternative Streaming Songs,2022-01-01,2022-12-31,53,1325,4934,4962
2022_us_singles,Hot Hard Rock Songs,2022-01-01,2022-12-31,53,1325,5042,5070
2022_us_singles,Radio Songs,2022-01-01,2022-12-31,53,2650,5174,5226
2022_us_singles,R&B Airplay,2022-01-01,2022-12-31,53,2650,5353,5405
2022_us_singles,Top 40 Radio - Pop,2022-01-01,2022-12-31,53,2120,5519,5563
2022_us_singles,Top 40 Radio - Rhythmic,2022-01-01,2022-12-31,53,2120,5671,5715
2022_us_singles,Adult R&B Airplay,2022-01-01,2022-12-31,53,1590,5805,5838
2022_us_singles,Mainstream R&B Hip-Hop Airplay,2022-01-01,2022-12-31,53,2120,5936,5980
2022_us_singles,Mainstream Top 40 Recurrents,2022-01-01,2022-12-31,53,530,6062,6073
2022_us_singles,Rap Airplay,2022-01-01,2022-12-31,53,1325,6139,6167
2022_us_singles,Hot Dance Airplay,2022-01-01,2022-12-31,53,2120,6275,6319
2022_us_singles,Rock Airplay,2022-01-01,2022-12-31,53,2650,6424,6476
2022_us_singles,Bubbling Under The Hot 100,2022-01-01,2022-12-31,53,1325,6640,6668
2023_us_singles,Billboard Hot 100,2023-01-07,2023-12-30,52,5200,152,255
2023_us_singles,Country Singles Chart,2023-01-07,2023-12-30,52,3120,478,542
2023_us_singles,Rhythm And Blues Singles Chart,2023-01-07,2023-12-30,52,2600,704,755
2023_us_singles,Adult Contemporary,2023-01-07,2023-12-30,52,1560,890,922
2023_us_singles,Hot Rap Singles,2023-01-07,2023-12-30,52,1300,1031,1058
2023_us_singles,Adult Pop Songs,2023-01-07,2023-12-30,52,2080,1163,1206
2023_us_singles,Digital Song Sales,2023-01-07,2023-12-30,52,2350,1369,1416
2023_us_singles,Hot Rock & Alternative Songs,2023-01-07,2023-12-30,52,2600,1636,1688
2023_us_singles,Hot Rock Songs,2023-01-07,2023-12-30,52,1300,1811,1838
2023_us_singles,Mainstream Rock Tracks,2023-01-07,2023-12-30,52,2080,1932,1975
2023_us_singles,Modern Rock Tracks,2023-01-07,2023-12-30,52,2080,2065,2108
2023_us_singles,Hot 100 Recurrent Singles,2023-01-07,2023-05-20,20,500,2182,2192
2023_us_singles,Country Airplay,2023-01-07,2023-12-30,52,2600,2274,2325
2023_us_singles,Holiday Digital Song Sales,2023-01-07,2023-12-30,6,175,2418,2421
2023_us_singles,Songs Of Summer,2023-06-10,2023-09-09,14,280,2484,2489
2023_us_singles,Streaming Songs,2023-01-07,2023-12-30,52,2600,2599,2650
2023_us_singles,Country Digital Sales,2023-01-07,2023-12-30,52,1200,2808,2833
2023_us_singles,Country Streaming Songs,2023-01-07,2023-12-30,52,1300,2925,2952
2023_us_singles,R&B Digital Song Sales,2023-01-07,2023-12-30,52,730,3046,3061
2023_us_singles,R&B Streaming Songs,2023-01-07,2023-12-30,52,780,3132,3148
2023_us_singles,R&B Hip-Hop Digital Sales,2023-01-07,2023-12-30,52,1200,3266,3291
2023_us_singles,R&B Hip-Hop Streaming Songs,2023-01-07,2023-12-30,52,1300,3428,3455
2023_us_singles,Hot R&B Songs,2023-01-07,2023-12-30,52,1300,3557,3584
2023_us_singles,Rap Digital Sales,2023-01-07,2023-12-30,52,730,3703,3718
2023_us_singles,Rap Streaming Songs,2023-01-07,2023-12-30,52,780,3815,3831
2023_us_singles,Rock Digital Sales,2023-01-07,2023-12-30,52,1200,3946,3971
2023_us_singles,Rock Streaming Songs,2023-01-07,2023-12-30,52,1300,4091,4118
2023_us_singles,Hard Rock Digital Song Sales,2023-01-07,2023-12-30,52,1150,4215,4239
2023_us_singles,Hard Rock Streaming Songs,2023-01-07,2023-12-30,52,1300,4322,4349
2023_us_singles,Hot Alternative Songs,2023-01-07,2023-12-30,52,1300,4421,4448
2023_us_singles,Alternative Digital Song Sales,2023-01-07,2023-12-30,52,1150,4570,4594
2023_us_singles,Alternative Streaming Songs,2023-01-07,2023-12-30,52,1300,4707,4734
2023_us_singles,Hot Hard Rock Songs,2023-01-07,2023-12-30,52,1300,4810,4837
2023_us_singles,Radio Songs,2023-01-07,2023-12-30,52,2600,4937,4988
2023_us_singles,R&B Airplay,2023-01-07,2023-12-30,52,2600,5112,5163
2023_us_singles,Top 40 Radio - Pop,2023-01-07,2023-12-30,52,2080,5273,5316
2023_us_singles,Top 40 Radio - Rhythmic,2023-01-07,2023-12-30,52,2080,5423,5466
2023_us_singles,Adult R&B Airplay,2023-01-07,2023-12-30,52,1560,5556,5588
2023_us_singles,Mainstream R&B Hip-Hop Airplay,2023-01-07,2023-12-30,52,2080,5687,5730
2023_us_singles,Mainstream Top 40 Recurrents,2023-01-07,2023-12-30,52,520,5810,5821
2023_us_singles,Rap Airplay,2023-01-07,2023-12-30,52,1300,5886,5913
2023_us_singles,Hot Dance Airplay,2023-01-07,2023-12-30,52,2080,6026,6069
2023_us_singles,Rock Airplay,2023-01-07,2023-12-30,52,2600,6172,6223
2023_us_singles,Bubbling Under The Hot 100,2023-01-07,2023-12-30,52,1300,6387,6414
2024_us_singles,Billboard Hot 100,2024-01-06,2024-12-28,52,5200,144,248
2024_us_singles,Country Singles Chart,2024-01-06,2024-12-28,52,3120,469,533
2024_us_singles,Rhythm And Blues Singles Chart,2024-01-06,2024-12-28,52,2600,690,741
2024_us_singles,Adult Contemporary,2024-01-06,2024-12-28,52,1560,877,909
2024_us_singles,Hot Rap Singles,2024-01-06,2024-12-28,52,1300,1010,1037
2024_us_singles,Adult Pop Songs,2024-01-06,2024-12-28,52,2080,1144,1187
2024_us_singles,Digital Song Sales,2024-01-06,2024-12-28,52,1300,1310,1337
2024_us_singles,Hot Rock & Alternative Songs,2024-01-06,2024-12-28,52,2600,1479,1530
2024_us_singles,Hot Rock Songs,2024-01-06,2024-12-28,52,1300,1642,1669
2024_us_singles,Mainstream Rock Tracks,2024-01-06,2024-12-28,52,2080,1762,1805
2024_us_singles,Modern Rock Tracks,2024-01-06,2024-12-28,52,2080,1894,1937
2024_us_singles,Country Airplay,2024-01-06,2024-12-28,52,2600,2032,2083
2024_us_singles,Holiday Digital Song Sales,2024-01-06,2024-12-28,5,125,2175,2177
2024_us_singles,Songs Of Summer,2024-06-08,2024-09-07,14,280,2230,2235
2024_us_singles,Streaming Songs,2024-01-06,2024-12-28,52,2600,2345,2396
2024_us_singles,Country Digital Sales,2024-01-06,2024-12-28,52,780,2546,2562
2024_us_singles,Country Streaming Songs,2024-01-06,2024-12-28,52,1300,2640,2667
2024_us_singles,R&B Digital Song Sales,2024-01-06,2024-12-28,52,520,2747,2758
2024_us_singles,R&B Streaming Songs,2024-01-06,2024-12-28,52,780,2816,2832
2024_us_singles,R&B Hip-Hop Digital Sales,2024-01-06,2024-12-28,52,780,2932,2948
2024_us_singles,R&B Hip-Hop Streaming Songs,2024-01-06,2024-12-28,52,1300,3061,3088
2024_us_singles,Hot R&B Songs,2024-01-06,2024-12-28,52,1300,3203,3230
2024_us_singles,Rap Digital Sales,2024-01-06,2024-12-28,52,520,3339,3350
2024_us_singles,Rap Streaming Songs,2024-01-06,2024-12-28,52,780,3433,3449
2024_us_singles,Rock Digital Sales,2024-01-06,2024-12-28,52,780,3545,3561
2024_us_singles,Rock Streaming Songs,2024-01-06,2024-12-28,52,1300,3639,3666
2024_us_singles,Hard Rock Digital Song Sales,2024-01-06,2024-12-28,52,520,3754,3765
2024_us_singles,Hard Rock Streaming Songs,2024-01-06,2024-12-28,52,1300,3819,3846
2024_us_singles,Hot Alternative Songs,2024-01-06,2024-12-28,52,1300,3915,3942
2024_us_singles,Alternative Digital Song Sales,2024-01-06,2024-12-28,52,520,4034,4045
2024_us_singles,Alternative Streaming Songs,2024-01-06,2024-12-28,52,1300,4106,4133
2024_us_singles,Hot Hard Rock Songs,2024-01-06,2024-12-28,52,1300,4219,4246
2024_us_singles,Radio Songs,2024-01-06,2024-12-28,52,2600,4348,4399
2024_us_singles,R&B Airplay,2024-01-06,2024-12-28,52,2600,4521,4572
2024_us_singles,Top 40 Radio - Pop,2024-01-06,2024-12-28,52,2080,4683,4726
2024_us_singles,Top 40 Radio - Rhythmic,2024-01-06,2024-12-28,52,2080,4830,4873
2024_us_singles,Adult R&B Airplay,2024-01-06,2024-12-28,52,1560,4962,4994
2024_us_singles,Mainstream R&B Hip-Hop Airplay,2024-01-06,2024-12-28,52,2080,5091,5134
2024_us_singles,Mainstream Top 40 Recurrents,2024-01-06,2024-12-28,52,520,5214,5225
2024_us_singles,Rap Airplay,2024-01-06,2024-12-28,52,1300,5289,5316
2024_us_singles,Hot Dance Airplay,2024-01-06,2024-12-28,52,2080,5425,5468
2024_us_singles,Rock Airplay,2024-01-06,2024-12-28,52,2600,5572,5623
2024_us_singles,Bubbling Under The Hot 100,2024-01-06,2024-12-28,52,1300,5782,5809
2025_us_singles,Billboard Hot 100,2025-01-04,2025-12-27,52,5200,140,243
2025_us_singles,Country Singles Chart,2025-01-04,2025-12-27,52,3120,444,508
2025_us_singles,Rhythm And Blues Singles Chart,2025-01-04,2025-12-27,52,2600,670,721
2025_us_singles,Adult Contemporary,2025-01-04,2025-12-27,52,1560,869,901
2025_us_singles,Hot Rap Singles,2025-01-04,2025-12-27,52,1300,1007,1034
2025_us_singles,Adult Pop Songs,2025-01-04,2025-12-27,52,2080,1143,1186
2025_us_singles,Digital Song Sales,2025-01-04,2025-12-27,52,1300,1310,1337
2025_us_singles,Hot Rock & Alternative Songs,2025-01-04,2025-12-27,52,2600,1481,1533
2025_us_singles,Hot Rock Songs,2025-01-04,2025-12-27,52,1300,1649,1676
2025_us_singles,Mainstream Rock Tracks,2025-01-04,2025-12-27,52,2080,1774,1817
2025_us_singles,Modern Rock Tracks,2025-01-04,2025-12-27,52,2080,1908,1951
2025_us_singles,Country Airplay,2025-01-04,2025-12-27,52,2600,2046,2097
2025_us_singles,Holiday Digital Song Sales,2025-01-04,2025-12-27,6,150,2183,2186
2025_us_singles,Songs Of Summer,2025-06-07,2025-09-06,14,280,2239,2244
2025_us_singles,Streaming Songs,2025-01-04,2025-12-27,52,2600,2342,2393
2025_us_singles,Country Digital Sales,2025-01-04,2025-12-27,52,780,2538,2554
2025_us_singles,Country Streaming Songs,2025-01-04,2025-12-27,52,1300,2627,2654
2025_us_singles,R&B Digital Song Sales,2025-01-04,2025-12-27,52,520,2740,2751
2025_us_singles,R&B Streaming Songs,2025-01-04,2025-12-27,52,780,2814,2830
2025_us_singles,R&B Hip-Hop Digital Sales,2025-01-04,2025-12-27,52,780,2919,2935
2025_us_singles,R&B Hip-Hop Streaming Songs,2025-01-04,2025-12-27,52,1300,3043,3070
2025_us_singles,Hot R&B Songs,2025-01-04,2025-12-27,52,1300,3178,3205
2025_us_singles,Rap Digital Sales,2025-01-04,2025-12-27,52,520,3308,3319
2025_us_singles,Rap Streaming Songs,2025-01-04,2025-12-27,52,780,3401,3417
2025_us_singles,Rock Digital Sales,2025-01-04,2025-12-27,52,780,3513,3530
2025_us_singles,Rock Streaming Songs,2025-01-04,2025-12-27,52,1300,3613,3640
2025_us_singles,Hard Rock Digital Song Sales,2025-01-04,2025-12-27,52,520,3730,3741
2025_us_singles,Hard Rock Streaming Songs,2025-01-04,2025-12-27,52,1300,3796,3823
2025_us_singles,Hot Alternative Songs,2025-01-04,2025-12-27,52,1300,3894,3921
2025_us_singles,Alternative Digital Song Sales,2025-01-04,2025-12-27,52,520,4017,4028
2025_us_singles,Alternative Streaming Songs,2025-01-04,2025-12-27,52,1300,4086,4113
2025_us_singles,Hot Hard Rock Songs,2025-01-04,2025-12-27,52,1300,4199,4226
2025_us_singles,Radio Songs,2025-01-04,2025-12-27,52,2600,4324,4375
2025_us_singles,R&B Airplay,2025-01-04,2025-12-27,52,2600,4497,4548
2025_us_singles,Top 40 Radio - Pop,2025-01-04,2025-12-27,52,2080,4654,4697
2025_us_singles,Top 40 Radio - Rhythmic,2025-01-04,2025-12-27,52,2080,4800,4843
2025_us_singles,Adult R&B Airplay,2025-01-04,2025-12-27,52,1560,4934,4966
2025_us_singles,Mainstream R&B Hip-Hop Airplay,2025-01-04,2025-12-27,52,2080,5059,5102
2025_us_singles,Mainstream Top 40 Recurrents,2025-01-04,2025-12-27,52,520,5174,5185
2025_us_singles,Rap Airplay,2025-01-04,2025-12-27,52,1300,5252,5279
2025_us_singles,Hot Dance Airplay,2025-01-04,2025-12-27,52,2080,5389,5432
2025_us_singles,Rock Airplay,2025-01-04,2025-12-27,52,2600,5536,5587
2025_us_singles,Bubbling Under The Hot 100,2025-01-04,2025-12-27,52,1300,5754,5781
